,Status,Life expectancy,Adult Mortality,BMI,HIV/AIDS,Diphtheria,Polio,GDP,Income composition of resources,Schooling
2325,Developed,79.3,73.0,29.6,0.1,96.0,96.0,23573.6284,0.819,12.7
1952,Developing,62.9,2.0,18.9,0.1,77.0,78.0,711.4699463,0.487,6.1
2076,Developing,77.3,76.0,66.0,0.1,97.0,98.0,736.22784,0.825,12.0
2143,Developing,67.3,282.0,56.1,0.3,98.0,98.0,911.25385,0.761,13.8
1954,Developing,63.5,185.0,17.9,0.1,67.0,69.0,563.594342,0.465,5.6
2644,Developing,72.2,151.0,68.6,0.1,9.0,91.0,2284.37858,0.693,14.6
947,Developing,65.5,237.0,35.8,2.8,7.0,68.0,9692.163874,0.687,12.6
280,Developing,57.1,283.0,21.5,2.0,82.0,82.0,76.535419,0.438,8.9
1134,Developing,59.7,3.0,36.5,4.6,53.0,56.0,329.782946,0.447,8.1
1194,Developing,65.2,26.0,14.4,0.3,64.0,67.0,118.166373,0.546,9.9
2047,Developed,75.3,144.0,56.6,0.1,99.0,99.0,1126.31852,0.808,15.0
2144,Developing,66.4,3.0,55.7,0.3,98.0,98.0,692.194398,0.754,13.8
2936,Developing,45.3,686.0,25.9,42.1,75.0,76.0,548.587312,0.427,9.8
1315,Developed,83.5,57.0,28.6,0.1,96.0,99.0,3896.21151,0.899,15.3
2757,Developing,75.1,95.0,57.0,0.1,94.0,94.0,36161.1761,0.813,12.4
92,Developing,74.1,137.0,55.7,0.1,96.0,95.0,333.4376,0.77,16.4
259,Developing,69.4,189.0,48.5,0.1,98.0,98.0,4673.63848,0.702,12.5
2296,Developing,71.8,188.0,27.1,0.1,98.0,98.0,7578.85153,0.0,12.3
887,Developing,61.8,261.0,15.6,1.7,61.0,69.0,341.39992,0.401,8.1
907,Developing,68.5,211.0,55.9,0.1,98.0,98.0,3749.939813,0.695,14.0
2621,Developing,58.3,34.0,22.0,2.6,85.0,85.0,562.3393592,0.457,11.5
1996,Developing,73.2,152.0,46.4,0.1,89.0,85.0,3225.591754,0.664,12.4
1765,Developing,56.7,375.0,22.2,4.1,79.0,79.0,623.2871141,0.409,9.1
1857,Developed,79.1,82.0,6.9,0.1,9.0,86.0,21913.7817,0.881,18.2
1520,Developing,71.0,147.0,53.4,0.1,94.0,94.0,6269.58123,0.732,15.7
943,Developing,79.2,11.0,55.8,0.1,97.0,97.0,24275.2426,0.851,15.5
1730,Developing,63.2,266.0,39.1,0.1,95.0,95.0,524.145924,0.588,9.4
78,Developing,73.8,154.0,38.9,0.1,97.0,99.0,9358.154162,0.0,0.0
911,Developing,67.9,22.0,52.2,0.1,93.0,94.0,2259.55796,0.687,13.3
1114,Developing,65.7,232.0,4.3,1.9,94.0,94.0,2327.58324,0.62,11.2
268,Developing,68.4,21.0,42.6,1.5,96.0,95.0,3679.99523,0.684,12.2
366,Developing,71.0,179.0,44.5,0.1,98.0,99.0,3146.95177,0.685,14.3
152,Developing,73.0,14.0,45.9,0.1,79.0,81.0,3851.437869,0.708,11.6
2742,Developing,67.6,256.0,55.7,0.9,97.0,99.0,148.522488,0.691,14.3
34,Developing,75.3,112.0,57.2,0.1,95.0,95.0,5471.866766,0.737,14.4
773,Developing,72.1,174.0,55.8,0.4,85.0,85.0,5968.876767,0.706,13.1
1966,Developing,76.5,127.0,52.7,0.1,86.0,86.0,6973.9284,0.75,12.8
873,Developing,74.2,167.0,56.7,0.1,95.0,95.0,1894.5485,0.835,16.1
1733,Developing,75.9,17.0,61.3,0.1,91.0,91.0,7378.345289,0.803,15.1
1189,Developing,67.3,19.0,17.0,0.2,82.0,79.0,1446.98541,0.59,11.3
2406,Developing,54.9,459.0,41.6,26.6,7.0,7.0,2518.398261,0.62,12.9
2706,Developing,63.7,245.0,41.3,0.1,98.0,98.0,2136.66815,0.0,10.4
2662,Developing,69.2,192.0,35.2,2.0,96.0,96.0,749.626612,0.721,11.9
1144,Developing,73.4,157.0,45.9,0.5,97.0,97.0,1815.489496,0.603,11.3
1444,Developed,74.1,161.0,6.2,0.1,94.0,94.0,1532.22924,0.814,15.4
2438,Developed,79.5,83.0,58.8,0.1,98.0,98.0,1719.53541,0.828,15.7
798,Developing,74.4,151.0,45.8,0.3,87.0,97.0,244.46898,0.679,12.6
1692,Developing,75.8,125.0,57.2,0.1,98.0,98.0,8767.92258,0.723,12.2
2833,Developing,67.9,184.0,39.3,0.3,98.0,98.0,182.28625,0.644,11.9
2760,Developing,74.5,14.0,55.0,0.1,94.0,94.0,3161.52935,0.798,12.0
2659,Developing,69.5,189.0,37.6,0.5,95.0,95.0,12323.1275,0.745,12.3
85,Developing,75.5,121.0,59.8,0.1,94.0,95.0,1276.265,0.802,16.8
886,Developing,62.6,249.0,16.0,1.4,65.0,7.0,354.8463544,0.411,8.2
1196,Developing,64.4,211.0,13.5,0.3,65.0,65.0,77.819,0.526,9.4
345,Developing,54.8,491.0,33.2,14.4,96.0,96.0,5374.554867,0.61,11.9
1198,Developing,63.7,216.0,12.6,0.3,61.0,57.0,541.1352279,0.505,8.6
836,Developing,57.4,327.0,23.5,5.7,3.0,3.0,2246.9938,0.586,9.2
1255,Developed,86.0,68.0,58.9,0.1,94.0,94.0,48538.58776,0.907,18.2
2141,Developing,68.2,261.0,57.0,0.3,98.0,98.0,8562.89598,0.776,14.0
1922,Developed,79.4,78.0,55.3,0.1,92.0,92.0,5111.65445,0.918,17.1
567,Developing,74.5,97.0,26.5,0.1,97.0,99.0,3471.247547,0.672,11.9
1274,Developing,84.0,68.0,61.6,0.1,95.0,95.0,258.637,0.872,15.7
1849,Developed,86.0,72.0,65.3,0.1,95.0,95.0,38426.5581,0.901,19.7
124,Developed,83.0,71.0,6.3,0.1,93.0,92.0,23465.38559,0.905,20.6
939,Developing,86.0,92.0,58.0,0.1,99.0,99.0,36544.5853,0.87,16.1
1338,Developing,73.0,12.0,59.3,0.1,98.0,98.0,2762.86354,0.736,13.6
228,Developing,72.0,232.0,59.9,0.1,98.0,98.0,6519.71753,0.787,15.5
497,Developing,82.0,65.0,66.4,0.1,91.0,91.0,544.43376,0.912,15.9
1347,Developing,69.9,22.0,52.3,0.1,95.0,95.0,1286.56511,0.789,15.0
1690,Developing,75.6,127.0,58.7,0.1,96.0,96.0,9689.52887,0.735,12.3
1725,Developing,65.0,271.0,43.0,0.1,99.0,98.0,1334.651896,0.649,12.7
1877,Developing,61.8,22.0,19.3,0.4,65.0,65.0,358.99731,0.351,5.4
1850,Developed,89.0,71.0,64.8,0.1,93.0,93.0,33691.34837,0.899,20.3
136,Developed,81.0,8.0,53.7,0.1,85.0,85.0,46586.6525,0.86,15.2
2829,Developing,68.8,184.0,42.2,0.1,99.0,99.0,174.468298,0.673,12.0
1447,Developed,72.8,18.0,58.9,0.1,92.0,92.0,11326.21947,0.815,16.0
1036,Developing,79.3,81.0,6.5,0.1,96.0,96.0,22551.73574,0.839,15.6
2556,Developing,68.8,164.0,38.2,0.2,94.0,96.0,954.725253,0.613,11.1
339,Developing,63.4,3.0,36.2,4.4,95.0,96.0,729.231453,0.687,12.5
1901,Developing,55.0,388.0,2.4,5.2,42.0,54.0,1136.829645,0.477,9.1
2669,Developing,74.8,13.0,57.4,0.1,98.0,98.0,4256.91279,0.714,14.5
525,Developing,45.6,58.0,17.2,13.4,44.0,42.0,253.768343,0.315,5.4
2258,Developing,61.3,236.0,19.9,0.7,89.0,89.0,89.838296,0.422,6.6
1191,Developing,66.4,196.0,15.9,0.2,79.0,76.0,1345.77153,0.569,10.4
1503,Developing,56.0,371.0,2.7,3.1,39.0,51.0,177.285187,0.376,10.4
1600,Developing,72.7,144.0,27.0,0.1,96.0,95.0,3915.11546,0.725,11.9
2365,Developing,68.5,186.0,47.2,0.1,99.0,99.0,1642.837974,0.497,9.4
1345,Developing,71.7,133.0,54.0,0.1,91.0,94.0,1657.889256,0.7,12.6
218,Developing,73.9,117.0,46.9,0.1,92.0,91.0,14223.86576,0.761,14.6
1927,Developing,76.4,11.0,53.5,0.1,99.0,99.0,2458.45226,0.796,13.7
1484,Developing,44.5,675.0,27.4,34.8,89.0,88.0,862.9463118,0.437,10.7
1386,Developing,65.0,211.0,73.4,0.1,94.0,93.0,1357.632211,0.574,11.8
888,Developing,68.0,274.0,15.3,2.0,58.0,65.0,379.7566385,0.393,8.1
1991,Developing,74.0,146.0,5.2,0.2,93.0,89.0,419.367724,0.692,12.3
147,Developing,71.9,123.0,49.7,0.1,89.0,92.0,7496.335728,0.742,11.8
2624,Developing,56.2,344.0,2.4,4.8,81.0,8.0,513.391914,0.441,10.1
2564,Developing,65.9,177.0,33.0,0.3,86.0,82.0,39.281834,0.563,10.5
1521,Developing,78.0,148.0,52.8,0.1,94.0,94.0,7145.628494,0.727,15.5
1638,Developed,87.0,59.0,68.0,0.1,96.0,96.0,22821.847,0.826,14.8
2220,Developing,66.9,194.0,28.5,0.5,96.0,96.0,138.949959,0.553,10.8
604,Developing,59.6,271.0,18.4,0.1,8.0,8.0,544.566526,0.0,9.2
2812,Developing,76.8,117.0,62.9,0.1,94.0,94.0,16881.2568,0.788,15.5
1596,Developing,73.4,135.0,3.7,0.1,96.0,96.0,5593.822995,0.734,12.9
2837,Developing,67.8,183.0,37.0,0.3,99.0,99.0,465.1198869,0.613,11.6
1184,Developed,80.0,72.0,54.8,0.1,92.0,92.0,28585.9254,0.854,17.1
771,Developing,73.6,154.0,57.9,0.3,91.0,9.0,6268.692122,0.712,13.2
2165,Developing,48.6,438.0,13.7,8.1,77.0,76.0,21.569654,0.332,7.1
256,Developing,71.0,175.0,5.9,0.2,94.0,94.0,4849.997495,0.706,12.8
1096,Developing,56.3,288.0,22.5,6.0,8.0,78.0,544.222779,0.401,8.9
861,Developing,59.1,342.0,13.6,1.8,98.0,98.0,287.4222243,0.0,5.0
1893,Developing,54.5,344.0,25.4,3.7,49.0,49.0,2655.157977,0.525,10.0
234,Developing,68.1,252.0,56.7,0.1,99.0,98.0,3126.71767,0.713,14.4
1767,Developing,54.8,48.0,21.3,6.9,76.0,73.0,566.513873,0.4,9.2
2518,Developed,79.9,71.0,53.9,0.1,99.0,99.0,29571.7446,0.88,15.9
1089,Developing,52.5,328.0,16.6,3.0,46.0,47.0,34.516918,0.316,4.8
1261,Developed,78.3,82.0,54.4,0.1,89.0,89.0,47631.6377,0.88,17.1
1891,Developing,56.0,283.0,13.9,1.6,36.0,42.0,165.257247,0.255,2.9
158,Developing,67.5,151.0,42.6,0.1,77.0,77.0,73.6838434,0.642,10.4
327,Developing,76.0,98.0,52.1,0.1,91.0,92.0,575.31664,0.71,13.1
103,Developing,73.2,14.0,5.1,0.1,89.0,91.0,41.26997,0.721,12.3
2535,Developed,82.0,75.0,51.3,0.1,93.0,95.0,38538.64447,0.888,15.2
428,Developing,51.9,387.0,13.5,5.1,82.0,75.0,112.849373,0.276,4.7
1601,Developing,72.4,149.0,26.0,0.1,98.0,98.0,445.17471,0.715,11.6
1548,Developed,78.8,9.0,57.0,0.1,99.0,99.0,8289.69641,0.874,13.5
1470,Developing,73.5,15.0,59.7,0.1,74.0,74.0,5425.6697,0.0,14.8
1281,Developing,78.9,76.0,58.3,0.1,93.0,93.0,2152.1432,0.845,15.2
1948,Developing,64.8,175.0,21.3,0.1,71.0,7.0,16.63999,0.514,7.3
1777,Developing,49.8,416.0,17.3,14.5,76.0,76.0,262.884551,0.311,6.2
2359,Developed,76.2,124.0,51.8,0.1,92.0,93.0,1479.29634,0.824,14.7
629,Developing,79.0,98.0,56.5,0.1,85.0,82.0,9186.59639,0.752,13.4
2244,Developing,73.1,12.0,59.4,0.1,96.0,96.0,11138.8746,0.754,12.3
512,Developing,52.5,397.0,22.7,4.4,47.0,47.0,348.381417,0.347,7.1
2276,Developing,73.0,134.0,53.3,0.1,88.0,96.0,3331.228766,0.72,13.1
1572,Developing,56.7,394.0,18.8,6.3,89.0,89.0,332.922339,0.459,10.7
461,Developing,77.0,148.0,22.6,0.8,91.0,92.0,1373.515636,0.569,11.3
1406,Developing,73.4,93.0,65.5,0.1,99.0,99.0,2271.56961,0.788,14.1
2508,Developed,81.7,57.0,58.1,0.1,98.0,98.0,57134.777,0.903,15.8
2355,Developed,77.5,14.0,54.1,0.1,95.0,95.0,18169.1891,0.853,16.3
1787,Developing,59.2,296.0,18.3,0.6,85.0,85.0,643.951373,0.493,8.2
495,Developing,51.4,394.0,2.9,7.7,62.0,57.0,68.414399,0.433,6.9
2256,Developing,62.8,225.0,2.8,0.6,88.0,87.0,11.33678,0.435,7.1
1938,Developing,73.6,127.0,48.1,0.1,99.0,99.0,969.8126,0.725,11.2
2288,Developing,72.2,184.0,31.8,0.1,99.0,99.0,11122.8627,0.739,13.2
344,Developing,56.9,436.0,33.7,13.4,96.0,96.0,5714.47937,0.63,12.1
896,Developing,52.5,372.0,12.6,4.9,32.0,55.0,12.1789279,0.283,4.3
1238,Developing,77.0,144.0,56.5,0.1,79.0,8.0,5854.614497,0.649,10.4
1677,Developing,72.1,168.0,28.0,0.1,97.0,97.0,5116.45424,0.704,13.0
1810,Developing,56.5,426.0,25.1,23.9,78.0,79.0,1834.29486,0.556,11.7
481,Developing,56.7,366.0,28.4,3.7,87.0,86.0,1441.1417,0.507,10.4
1917,Developed,86.0,67.0,58.0,0.1,94.0,94.0,9688.5961,0.936,17.6
397,Developed,71.8,157.0,58.1,0.1,93.0,94.0,287.534843,0.723,12.9
2029,Developing,68.0,219.0,22.1,0.1,87.0,86.0,1825.341521,0.661,11.7
1799,Developing,65.8,232.0,33.3,3.7,84.0,84.0,5749.44752,0.619,11.5
905,Developing,68.7,26.0,57.3,0.1,99.0,99.0,4177.657789,0.7,14.3
1265,Developed,76.4,94.0,51.5,0.1,86.0,86.0,26241.91883,0.848,16.2
373,Developing,76.9,79.0,36.2,0.1,95.0,99.0,35268.1117,0.845,14.2
1305,Developing,74.5,145.0,48.9,0.4,91.0,91.0,492.492378,0.718,12.6
583,Developing,73.5,146.0,52.8,0.1,92.0,92.0,5433.7245,0.683,12.2
224,Developing,72.3,196.0,62.3,0.1,99.0,99.0,5949.11677,0.798,15.6
2916,Developing,49.3,554.0,18.4,17.0,82.0,84.0,691.3178164,0.467,10.7
747,Developed,78.1,92.0,55.0,0.1,93.0,93.0,48799.8237,0.897,16.6
1319,Developed,83.0,62.0,26.9,0.1,97.0,98.0,4457.67639,0.879,15.1
2272,Developing,74.0,132.0,55.8,0.1,95.0,95.0,671.773913,0.749,13.5
2685,Developing,74.5,114.0,62.8,0.1,97.0,97.0,11341.13395,0.737,13.8
828,Developing,71.0,213.0,49.4,0.2,89.0,89.0,2835.281237,0.644,12.7
2504,Developing,48.4,536.0,25.9,46.4,84.0,87.0,1637.4567,0.516,9.4
1239,Developing,76.0,145.0,55.8,0.1,74.0,74.0,452.74948,0.646,10.4
847,Developing,53.5,334.0,19.1,2.9,36.0,44.0,2711.17114,0.542,8.2
383,Developing,74.4,16.0,26.1,0.1,99.0,99.0,188.44826,0.818,13.4
2163,Developing,52.0,48.0,14.5,8.1,96.0,96.0,212.6619491,0.359,7.6
2761,Developing,74.2,17.0,54.1,0.1,94.0,94.0,3371.26869,0.791,11.8
1535,Developed,71.4,22.0,57.5,0.1,95.0,97.0,4146.987928,0.77,15.3
1455,Developed,73.0,219.0,56.0,0.1,97.0,98.0,4132.34927,0.746,14.8
2619,Developing,59.4,287.0,23.1,1.5,84.0,84.0,579.43485,0.47,12.0
1018,Developing,59.9,28.0,23.6,2.6,94.0,94.0,19.686718,0.519,9.1
1103,Developing,52.8,35.0,18.5,4.1,57.0,61.0,321.481324,0.0,7.1
1443,Developed,74.4,156.0,6.7,0.1,92.0,92.0,15725.1374,0.822,16.0
2606,Developing,66.9,163.0,15.5,0.1,72.0,72.0,849.8626972,0.599,12.4
2401,Developing,54.5,486.0,45.0,26.4,82.0,79.0,6125.39984,0.612,12.9
76,Developing,74.2,151.0,4.1,0.1,99.0,99.0,9739.82556,0.0,0.0
660,Developing,78.7,96.0,59.2,0.1,99.0,98.0,6425.941119,0.778,15.7
213,Developing,74.7,16.0,5.7,0.1,86.0,9.0,1595.91232,0.781,15.8
630,Developing,78.1,16.0,55.5,0.1,88.0,93.0,8199.414621,0.749,13.3
1094,Developing,57.1,289.0,23.7,5.7,86.0,85.0,692.69989,0.41,9.0
2159,Developing,59.6,295.0,16.5,5.0,97.0,98.0,44.853339,0.424,10.1
1052,Developing,71.5,169.0,4.5,0.1,99.0,99.0,6754.512393,0.0,14.9
1941,Developing,72.6,138.0,45.9,0.1,99.0,99.0,861.18596,0.0,10.4
579,Developing,74.3,143.0,55.7,0.1,91.0,91.0,7884.984429,0.707,13.2
1472,Developing,73.0,11.0,58.6,0.1,8.0,8.0,5253.122599,0.0,15.0
143,Developed,78.1,96.0,5.1,0.1,81.0,71.0,24517.26745,0.833,15.4
354,Developing,74.7,146.0,54.5,0.1,97.0,96.0,12216.9446,0.734,14.2
1926,Developing,76.6,99.0,54.6,0.1,99.0,99.0,16627.36433,0.795,13.7
877,Developing,72.3,195.0,55.2,0.1,94.0,95.0,885.465115,0.805,15.7
765,Developing,58.0,325.0,29.4,4.2,68.0,68.0,819.974118,0.378,3.5
2261,Developing,59.0,251.0,18.7,0.7,73.0,73.0,642.7663113,0.401,5.9
204,Developing,66.8,161.0,11.6,0.1,87.0,9.0,432.7388972,0.484,7.9
1562,Developing,61.9,261.0,16.7,0.6,84.0,83.0,377.8482928,0.483,9.1
1864,Developing,73.9,157.0,51.7,0.1,98.0,99.0,1792.3845,0.625,11.5
556,Developing,77.9,1.0,56.1,0.1,96.0,96.0,4787.699532,0.775,14.0
390,Developed,73.2,152.0,62.1,0.1,94.0,94.0,6955.987733,0.768,13.8
183,Developing,75.8,76.0,58.5,0.1,97.0,97.0,2367.56535,0.815,14.4
2025,Developing,68.1,219.0,24.3,0.1,89.0,84.0,276.289146,0.671,11.7
2293,Developing,72.1,185.0,28.7,0.1,99.0,99.0,8524.961236,0.713,12.1
2830,Developing,68.5,183.0,41.4,0.1,99.0,99.0,1564.966945,0.664,12.0
2007,Developing,75.5,123.0,55.6,0.1,9.0,88.0,63.343259,0.737,13.4
1302,Developing,75.2,139.0,51.2,0.6,92.0,93.0,513.549487,0.722,12.8
1819,Developing,67.5,183.0,15.9,0.2,89.0,93.0,48.7299,0.502,10.5
1203,Developing,68.9,179.0,26.5,0.3,78.0,8.0,3491.595887,0.682,12.9
1630,Developing,52.0,299.0,17.0,2.2,63.0,67.0,391.791281,0.318,5.2
90,Developing,74.9,127.0,56.9,0.1,98.0,95.0,576.883829,0.78,16.3
2487,Developing,67.7,219.0,48.3,1.8,68.0,65.0,1598.77512,0.0,11.0
471,Developing,65.6,199.0,15.3,0.7,91.0,91.0,745.7877873,0.511,10.5
2206,Developing,76.0,172.0,72.0,0.1,49.0,45.0,335.112838,0.691,12.9
2033,Developing,67.0,223.0,2.1,0.1,89.0,9.0,1194.697155,0.642,11.6
2667,Developing,74.9,13.0,59.3,0.1,98.0,98.0,4199.47253,0.72,14.7
405,Developing,57.5,279.0,16.6,1.0,91.0,9.0,575.4464527,0.365,6.3
1771,Developing,53.2,45.0,19.7,12.6,75.0,74.0,53.127719,0.372,8.8
1190,Developing,66.8,193.0,16.4,0.2,82.0,79.0,1461.671957,0.58,10.8
2577,Developing,73.3,165.0,24.6,0.4,98.0,98.0,3972.26475,0.687,12.3
1099,Developing,54.4,36.0,2.7,5.6,71.0,74.0,418.94454,0.388,8.3
981,Developing,74.2,13.0,53.6,0.1,92.0,93.0,4142.869175,0.749,13.4
2069,Developed,76.9,11.0,5.9,0.1,97.0,96.0,11729.14616,0.782,15.7
2040,Developed,77.3,12.0,61.1,0.1,98.0,94.0,14341.675,0.85,16.4
502,Developing,81.0,72.0,63.6,0.1,91.0,89.0,4773.45436,0.898,15.9
1393,Developing,64.1,222.0,67.9,0.1,9.0,9.0,796.7937634,0.0,10.0
1299,Developing,75.8,133.0,53.5,0.5,92.0,93.0,4855.743789,0.727,12.8
1001,Developed,79.9,8.0,59.0,0.1,96.0,95.0,45699.19832,0.903,16.6
197,Developing,69.9,142.0,15.2,0.1,94.0,94.0,757.6717572,0.535,8.9
2225,Developing,65.1,217.0,24.7,1.2,97.0,98.0,894.927988,0.527,10.3
282,Developing,56.5,285.0,2.5,2.1,7.0,73.0,61.799977,0.43,8.5
2142,Developing,67.5,278.0,56.6,0.3,98.0,98.0,11635.2637,0.769,13.9
203,Developing,67.3,158.0,12.0,0.1,99.0,88.0,46.7579167,0.491,8.1
1188,Developing,67.6,187.0,17.5,0.2,83.0,82.0,1452.195373,0.599,11.5
923,Developing,79.2,96.0,58.6,0.1,97.0,97.0,4112.67651,0.869,17.2
1341,Developing,72.5,125.0,57.0,0.1,95.0,95.0,261.456882,0.723,13.5
2217,Developing,67.5,19.0,3.9,0.2,96.0,96.0,1624.63963,0.565,11.2
8,Developing,57.5,295.0,15.2,0.1,63.0,63.0,369.835796,0.415,8.4
1588,Developing,74.6,128.0,38.5,0.1,97.0,97.0,1882.27842,0.779,12.9
1566,Developing,59.9,268.0,15.0,0.7,66.0,65.0,316.7998965,0.457,8.5
534,Developing,57.0,37.0,16.7,4.4,24.0,32.0,84.455939,0.343,6.3
1263,Developed,77.4,88.0,52.9,0.1,83.0,83.0,32539.1937,0.862,16.5
756,Developing,62.2,263.0,33.2,1.9,81.0,81.0,1536.15685,0.46,6.3
1555,Developing,65.1,225.0,2.0,0.3,73.0,73.0,452.4631926,0.509,10.3
1762,Developing,69.0,155.0,45.7,0.1,96.0,93.0,1336.775376,0.53,8.5
429,Developing,51.5,387.0,13.3,5.2,81.0,74.0,122.4335893,0.268,4.4
2566,Developing,64.3,193.0,32.1,0.3,85.0,84.0,189.3878519,0.543,9.8
57,Developing,47.7,381.0,18.2,2.5,34.0,36.0,262.415149,0.439,7.2
2150,Developing,65.0,37.0,54.0,0.2,96.0,97.0,1771.58662,0.709,12.1
2739,Developing,67.7,267.0,56.8,0.8,98.0,99.0,233.18831,0.716,14.7
687,Developed,78.2,69.0,53.3,0.1,97.0,97.0,1562.92433,0.8,12.4
912,Developing,67.8,221.0,51.2,0.1,91.0,92.0,238.891729,0.683,13.2
513,Developing,58.0,437.0,22.1,4.5,47.0,47.0,377.132274,0.345,7.1
1049,Developing,72.1,162.0,42.4,0.1,99.0,99.0,7946.944346,0.0,15.4
860,Developing,59.4,34.0,13.9,1.6,96.0,96.0,276.75896,0.0,5.4
1321,Developed,82.7,66.0,25.9,0.1,98.0,98.0,39339.29757,0.88,15.0
1459,Developing,74.8,99.0,65.4,0.1,81.0,75.0,8161.4614,0.763,13.3
1481,Developing,47.8,592.0,28.8,27.3,88.0,86.0,934.428563,0.447,10.7
738,Developed,84.0,73.0,58.4,0.1,94.0,94.0,62425.5392,0.926,19.2
2579,Developing,72.5,177.0,22.6,0.5,98.0,98.0,2893.651356,0.682,12.0
998,Developed,85.0,74.0,6.4,0.1,95.0,94.0,4681.32796,0.912,16.8
758,Developing,61.3,273.0,32.2,3.1,88.0,88.0,1325.99724,0.441,5.5
1028,Developing,86.0,74.0,65.4,0.1,99.0,99.0,21874.8195,0.86,17.1
2561,Developing,66.1,181.0,34.7,0.3,86.0,85.0,52.35956,0.586,10.9
959,Developing,59.7,315.0,29.2,10.7,45.0,44.0,412.55271,0.636,12.3
2119,Developed,75.0,133.0,6.7,0.1,89.0,89.0,8958.788593,0.798,14.7
1193,Developing,65.5,23.0,14.9,0.3,7.0,69.0,991.484634,0.556,10.2
251,Developed,78.8,91.0,59.8,0.1,95.0,96.0,35589.71295,0.88,18.8
1483,Developing,45.3,654.0,27.9,34.1,89.0,88.0,915.775754,0.437,10.7
1892,Developing,50.0,284.0,13.6,1.5,34.0,41.0,158.455972,0.253,2.8
1397,Developing,74.3,84.0,69.5,0.1,98.0,98.0,51264.7134,0.794,13.2
252,Developed,78.3,95.0,59.4,0.1,95.0,96.0,3743.95693,0.878,18.6
2273,Developing,73.8,132.0,55.1,0.1,94.0,93.0,5458.121718,0.743,13.5
1276,Developing,80.0,71.0,6.6,0.1,93.0,95.0,2611.17931,0.866,15.8
2924,Developing,58.0,399.0,3.8,6.8,95.0,95.0,111.227396,0.488,10.4
2306,Developing,44.3,464.0,19.7,2.2,64.0,65.0,322.313468,0.348,8.0
1015,Developing,69.0,267.0,25.5,1.9,94.0,94.0,1312.67557,0.547,10.5
655,Developed,74.9,126.0,55.2,0.1,94.0,94.0,5245.421419,0.749,12.3
2736,Developing,69.2,231.0,58.0,0.3,71.0,74.0,2545.48341,0.734,14.9
2403,Developing,53.8,498.0,43.6,29.5,79.0,75.0,5414.634326,0.609,12.9
2259,Developing,65.0,242.0,19.5,0.7,84.0,84.0,773.8698713,0.415,6.4
2921,Developing,43.8,614.0,16.8,18.7,85.0,85.0,341.955625,0.418,9.6
1371,Developing,55.3,388.0,16.9,10.3,8.0,77.0,697.66385,0.483,9.7
1473,Developing,72.7,112.0,57.9,0.1,83.0,83.0,5334.93329,0.0,14.9
2002,Developing,71.9,165.0,42.0,0.2,92.0,92.0,148.527976,0.639,12.1
1491,Developing,58.1,329.0,26.7,0.9,5.0,49.0,458.4651734,0.426,9.9
552,Developing,78.9,9.0,58.7,0.1,96.0,95.0,1526.87746,0.797,14.8
2714,Developing,62.3,291.0,18.5,3.1,78.0,82.0,693.8963829,0.488,10.0
929,Developing,77.5,15.0,55.5,0.1,99.0,96.0,24253.2542,0.847,17.3
833,Developing,69.0,218.0,45.3,0.4,99.0,98.0,2238.4116,0.607,11.3
2399,Developing,56.5,449.0,46.4,19.0,76.0,75.0,5888.6284,0.622,12.8
953,Developing,61.6,298.0,32.4,8.9,82.0,81.0,194.2746,0.651,12.4
682,Developed,78.8,64.0,55.8,0.1,97.0,97.0,27169.99256,0.829,13.4
2449,Developing,73.7,146.0,17.9,0.1,98.0,98.0,1644.816372,0.725,13.2
568,Developing,74.4,96.0,25.7,0.1,93.0,94.0,2695.366223,0.659,11.4
381,Developing,74.8,95.0,28.0,0.1,94.0,99.0,16846.2198,0.82,13.3
1576,Developing,51.5,491.0,17.3,14.9,93.0,93.0,42.7379657,0.415,9.9
799,Developing,73.6,157.0,45.1,0.3,88.0,88.0,2183.966796,0.675,12.5
2704,Developing,64.5,235.0,42.7,0.1,96.0,96.0,394.467675,0.0,10.5
1550,Developed,78.6,92.0,55.8,0.1,98.0,99.0,65445.8853,0.865,13.6
1192,Developing,66.0,2.0,15.4,0.2,74.0,73.0,19.317765,0.563,10.5
944,Developing,79.0,13.0,55.2,0.1,97.0,98.0,22527.31775,0.849,15.6
821,Developing,73.0,181.0,54.1,0.3,92.0,93.0,3827.786267,0.67,13.2
2637,Developing,72.9,14.0,73.3,0.1,82.0,84.0,445.18866,0.712,14.4
1392,Developing,64.3,219.0,68.8,0.1,85.0,88.0,734.9492461,0.0,10.4
1027,Developing,88.0,73.0,66.0,0.1,99.0,99.0,21673.7817,0.862,17.2
122,Developed,81.0,67.0,61.5,0.1,92.0,92.0,3416.71483,0.91,20.3
560,Developing,76.1,85.0,32.9,0.1,99.0,99.0,869.211938,0.734,13.5
2705,Developing,64.1,241.0,42.0,0.1,98.0,98.0,26.371428,0.0,10.4
2056,Developed,89.0,78.0,6.9,0.1,98.0,98.0,2277.53613,0.837,16.8
1924,Developed,78.8,82.0,54.0,0.1,91.0,91.0,38549.58934,0.917,17.5
1734,Developing,75.8,19.0,6.7,0.1,94.0,94.0,7186.429787,0.799,15.1
1016,Developing,66.0,271.0,24.9,2.1,94.0,94.0,186.76538,0.542,10.4
866,Developing,77.6,119.0,59.9,0.1,93.0,93.0,1774.9291,0.863,16.5
636,Developing,77.7,12.0,49.3,0.1,9.0,9.0,4425.57467,0.719,12.2
